Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii
OG0005022							VWU49605			PF3D7_1112900.1	PGSY75_1112900.1	PGAL8A_00339800	PKNH_0910500	PRCDC_1111400.1	PVP01_0913700			
OG0005023							VWU49606		NEPH_009146-T1	PF3D7_1112800.1	PGSY75_1112800.1	PGAL8A_00339700		PRCDC_1111300.1	PVP01_0913600			
OG0005024							VWU49607			PF3D7_1112700.1	PGSY75_1112700.1	PGAL8A_00339600	PKNH_0910400	PRCDC_1111200.1	PVP01_0913500			
OG0005025							VWU49611			PF3D7_1438400.1	PGSY75_1438400.1	PGAL8A_00197600	PKNH_1244000	PRCDC_1437700.1	PVP01_1268600			
OG0005026							VWU49614			PF3D7_1417300.1	PGSY75_1417300.1	PGAL8A_00288900	PKNH_1340700	PRCDC_1416600.1	PVP01_1331600			
OG0005027							VWU49629			PF3D7_1349500.1	PGSY75_1349500.1	PGAL8A_00260500	PKNH_1251400	PRCDC_1348500.1	PVP01_1205300			
OG0005028							VWU49635			PF3D7_0315400.1	PGSY75_0315400.1	PGAL8A_00400900	PKNH_0826700	PRCDC_0314700.1	PVP01_0824700			
OG0005029							VWU49637			PF3D7_1222800.1	PGSY75_1222800.1	PGAL8A_00123900	PKNH_1442000	PRCDC_1222100.1	PVP01_1441000			
OG0005030							VWU49639			PF3D7_1223000.1	PGSY75_1223000.1	PGAL8A_00124100	PKNH_1442200	PRCDC_1222300.1	PVP01_1441200			
OG0005031							VWU49678			PF3D7_0919400.1	PGSY75_0919400.1	PGAL8A_00432200	PKNH_0717400	PRCDC_0917400.1	PVP01_0717800			
OG0005032							VWU49680			PF3D7_1106100.1	PGSY75_1106100.1	PGAL8A_00333400	PKNH_0903700	PRCDC_1104600.1	PVP01_0906900			
OG0005033							VWU49683			PF3D7_1106400.1	PGSY75_1106400.1	PGAL8A_00333700	PKNH_0904000	PRCDC_1104900.1	PVP01_0907200			
OG0005034							VWU49686			PF3D7_0906200.1	PGSY75_0906200.1	PGAL8A_00418800	PKNH_0704000	PRCDC_0904300.1	PVP01_0704700			
OG0005035							VWU49695,VWU52341						PKNH_0623500,PKNH_1356900,PKNH_1400800		PVP01_0102300,PVP01_0623800			
OG0005036							VWU49698			PF3D7_1403300.1	PGSY75_1403300.1	PGAL8A_00275100	PKNH_1354800	PRCDC_1402600.1	PVP01_1345500			
OG0005037							VWU49718			PF3D7_0202800.1	PGSY75_0202800.1	PGAL8A_00021500	PKNH_0418300	PRCDC_0201900.1	PVP01_0422300			
OG0005038							VWU49720			PF3D7_0203000.1	PGSY75_0203000.1	PGAL8A_00021300	PKNH_0418100	PRCDC_0202100.1	PVP01_0422100			
OG0005039							VWU49724			PF3D7_1416400.1	PGSY75_1416400.1	PGAL8A_00288000	PKNH_1341700	PRCDC_1415700.1	PVP01_1332500			
OG0005040							VWU49725			PF3D7_1368300.1	PGSY75_1368300.1	PGAL8A_00174800	PKNH_1102900	PRCDC_1367200.1	PVP01_1103700			
OG0005041							VWU49732			PF3D7_1203300.1	PGSY75_1203300.1	PGAL8A_00318400	PKNH_1303200	PRCDC_1202700.1	PVP01_1302600			
OG0005042							VWU49733			PF3D7_1203200.1	PGSY75_1203200.1	PGAL8A_00318500	PKNH_1303100	PRCDC_1202600.1	PVP01_1302500			
OG0005043							VWU49734			PF3D7_1203100.1	PGSY75_1203100.1	PGAL8A_00318600	PKNH_1303000	PRCDC_1202500.1	PVP01_1302400			
OG0005044							VWU49759			PF3D7_1138800.1	PGSY75_1138800.1	PGAL8A_00366500	PKNH_0937000	PRCDC_1137200.1	PVP01_0939800			
OG0005045							VWU49761			PF3D7_0713700.1	PGSY75_0713700.1	PGAL8A_00518300	PKNH_1422600	PRCDC_0711000.1	PVP01_1422800			
OG0005046							VWU49763			PF3D7_0713500.1	PGSY75_0713500.1	PGAL8A_00518100	PKNH_1422400	PRCDC_0710800.1	PVP01_1422600			
OG0005047							VWU49764			PF3D7_0713400.1	PGSY75_0713400.1	PGAL8A_00518000	PKNH_1422300	PRCDC_0710700.1	PVP01_1422500			
OG0005048							VWU49782			PF3D7_1027500.1	PGSY75_1027500.1	PGAL8A_00486700	PKNH_0611900	PRCDC_1026800.1	PVP01_0612600			
OG0005049							VWU49787			PF3D7_1463500.1	PGSY75_1463500.1	PGAL8A_00222900	PKNH_1218000	PRCDC_1462700.1	PVP01_1243300			
OG0005050							VWU49788			PF3D7_1463600.1	PGSY75_1463600.1	PGAL8A_00223000	PKNH_1217900	PRCDC_1462800.1	PVP01_1243200			
OG0005051							VWU49792			PF3D7_0514700.1	PGSY75_0514700.1	PGAL8A_00036200	PKNH_1018400	PRCDC_0513800.1	PVP01_1019200			
OG0005052							VWU49794			PF3D7_0514900.1	PGSY75_0514900.1	PGAL8A_00036400	PKNH_1018200	PRCDC_0514000.1	PVP01_1019000			
OG0005053							VWU49798			PF3D7_1133900.1	PGSY75_1133900.1	PGAL8A_00361400	PKNH_0932100	PRCDC_1132300.1	PVP01_0934700			
OG0005054							VWU49807			PF3D7_1021300.1	PGSY75_1021300.1	PGAL8A_00480500	PKNH_0605600	PRCDC_1020700.1	PVP01_0606500			
OG0005055							VWU49809			PF3D7_1306500.1	PGSY75_1306500.1	PGAL8A_00502600	PKNH_1406700	PRCDC_1305500.1	PVP01_1407400			
OG0005056							VWU49815			PF3D7_1319500.1	PGSY75_1319500.1	PGAL8A_00515800	PKNH_1420300	PRCDC_1318500.1	PVP01_1420400			
OG0005057							VWU49816			PF3D7_1319400.1	PGSY75_1319400.1	PGAL8A_00515700	PKNH_1420200	PRCDC_1318400.1	PVP01_1420300			
OG0005058							VWU49829			PF3D7_1140900.1	PGSY75_1140900.1	PGAL8A_00368400	PKNH_0938700	PRCDC_1139300.1	PVP01_0941600			
OG0005059							VWU49859			PF3D7_1436700.1	PGSY75_1436700.1	PGAL8A_00308300	PKNH_0423300	PRCDC_1436000.1	PVP01_1312800			
OG0005060							VWU49873			PF3D7_1349600.1	PGSY75_1349600.1	PGAL8A_00260600	PKNH_1251300	PRCDC_1348600.1	PVP01_1205200			
OG0005061							VWU49876			PF3D7_1349900.1	PGSY75_1349900.1	PGAL8A_00260900	PKNH_1251000	PRCDC_1348900.1	PVP01_1204900			
OG0005062							VWU49884			PF3D7_0718600.1	PGSY75_0718600.1	PGAL8A_00081800	PKNH_0313900	PRCDC_0715800.1	PVP01_0314300			
OG0005063							VWU49920			PF3D7_1336100.1	PGSY75_1336100.1	PGAL8A_00247200	PKNH_1265200	PRCDC_1335100.1	PVP01_1218500			
OG0005064							VWU49922			PF3D7_1336300.1	PGSY75_1336300.1	PGAL8A_00247300	PKNH_1265000	PRCDC_1335300.1	PVP01_1218300			
OG0005065							VWU49928			PF3D7_1012200.1	PGSY75_1012200.1	PGAL8A_00388400	PKNH_0812000	PRCDC_1011600.1	PVP01_0812300			
OG0005066							VWU49933			PF3D7_0502600.1	PGSY75_0502600.1	PGAL8A_00023800	PKNH_1031300	PRCDC_0501900.1	PVP01_1032400			
OG0005067							VWU49941			PF3D7_1125200.1	PGSY75_1125200.1	PGAL8A_00351900	PKNH_0923100	PRCDC_1123700.1	PVP01_0925900			
OG0005068							VWU49952			PF3D7_0603100.1	PGSY75_0603100.1	PGAL8A_00131600	PKNH_1147600	PRCDC_0601700.1	PVP01_1145800			
OG0005069							VWU49955			PF3D7_0924500.1	PGSY75_0924500.1	PGAL8A_00437400	PKNH_0722500	PRCDC_0922500.1	PVP01_0723000			
OG0005070							VWU49956			PF3D7_0924600.1	PGSY75_0924600.1	PGAL8A_00437500	PKNH_0722600	PRCDC_0922600.1	PVP01_0723100			
OG0005071							VWU49977			PF3D7_0908100.1	PGSY75_0908100.1	PGAL8A_00420800	PKNH_0706100	PRCDC_0906200.1	PVP01_0706600			
OG0005072							VWU49981			PF3D7_1462500.1	PGSY75_1462500.1	PGAL8A_00221900	PKNH_1219000	PRCDC_1461800.1	PVP01_1244300			
OG0005073							VWU49982			PF3D7_1462600.1	PGSY75_1462600.1	PGAL8A_00222000	PKNH_1218900	PRCDC_1461900.1	PVP01_1244200			
OG0005074							VWU50004			PF3D7_1142000.1	PGSY75_1142000.1	PGAL8A_00369500	PKNH_0939800	PRCDC_1140400.1	PVP01_0942700			
OG0005075							VWU50006			PF3D7_0218100.1	PGSY75_0218100.1	PGAL8A_00408800	PKNH_0402800	PRCDC_0217000.1	PVP01_0406900			
OG0005076							VWU50024			PF3D7_1105200.1	PGSY75_1105200.1	PGAL8A_00332500	PKNH_0902800	PRCDC_1103700.1	PVP01_0906000			
OG0005077							VWU50045			PF3D7_0410500.1	PGSY75_0410500.1	PGAL8A_00061100	PKNH_0308600	PRCDC_0407900.1	PVP01_0309800			
OG0005078							VWU50047			PF3D7_0205200.1	PGSY75_0205200.1	PGAL8A_00019100	PKNH_0415700	PRCDC_0204300.1	PVP01_0419900			
OG0005079							VWU50064			PF3D7_1307400.1	PGSY75_1307400.1	PGAL8A_00503500	PKNH_1407700	PRCDC_1306400.1	PVP01_1408300			
OG0005080							VWU50082			PF3D7_1335700.1	PGSY75_1335700.1	PGAL8A_00246800	PKNH_1265600	PRCDC_1334700.1	PVP01_1218900			
OG0005081							VWU50088			PF3D7_1423700.1	PGSY75_1423700.1	PGAL8A_00295500	PKNH_1334300	PRCDC_1423000.1	PVP01_1325300			
OG0005082							VWU50104			PF3D7_0707500.1	PGSY75_0707500.1	PGAL8A_00047600	PKNH_0106000	PRCDC_0705700.1	PVP01_0107700			
OG0005083							VWU50112			PF3D7_0626600.1	PGSY75_0626600.1	PGAL8A_00155100	PKNH_1123200	PRCDC_0625000.1	PVP01_1122900			
OG0005084							VWU50115			PF3D7_0935300.1	PGSY75_0935300.1	PGAL8A_00448500	PKNH_0734000	PRCDC_0933300.1	PVP01_0734000			
OG0005085							VWU50119			PF3D7_0934900.1	PGSY75_0934900.1	PGAL8A_00448100	PKNH_0733600	PRCDC_0932900.1	PVP01_0733600			
OG0005086							VWU50127			PF3D7_1218700.1	PGSY75_1218700.1	PGAL8A_00533300	PKNH_1438300	PRCDC_1218000.1	PVP01_1437500			
OG0005087							VWU50137			PF3D7_1108100.1	PGSY75_1108100.1	PGAL8A_00335400	PKNH_0905700	PRCDC_1106600.1	PVP01_0908900			
OG0005088							VWU50139			PF3D7_1108300.1	PGSY75_1108300.1	PGAL8A_00335600	PKNH_0905900	PRCDC_1106800.1	PVP01_0909100			
OG0005089							VWU50152			PF3D7_1013000.1	PGSY75_1013000.1	PGAL8A_00389200	PKNH_0812800	PRCDC_1012400.1	PVP01_0813100			
OG0005090							VWU50180			PF3D7_0404400.1	PGSY75_0404400.1	PGAL8A_00055000	PKNH_0302400	PRCDC_0402000.1	PVP01_0303700			
OG0005091							VWU50193			PF3D7_1214000.1	PGSY75_1214000.1	PGAL8A_00528600	PKNH_1433500	PRCDC_1213300.1	PVP01_1432800			
OG0005092							VWU50203			PF3D7_0309100.1	PGSY75_0309100.1	PGAL8A_00008500	PKNH_0833600	PRCDC_0308400.1	PVP01_0831100			
OG0005093							VWU50219			PF3D7_0528500.1	PGSY75_0528500.1	PGAL8A_00075800	PKNH_1004200	PRCDC_0527600.1	PVP01_1005300			
OG0005094							VWU50220			PF3D7_0528600.1	PGSY75_0528600.1	PGAL8A_00075900	PKNH_1004100	PRCDC_0527700.1	PVP01_1005200			
OG0005095							VWU50235			PF3D7_0817800.1	PGSY75_0007200.1	PGAL8A_00110800	PKNH_0502200	PRCDC_0817100.1	PVP01_0517500			
OG0005096							VWU50252			PF3D7_0911300.1	PGSY75_0911300.1	PGAL8A_00424100	PKNH_0709300	PRCDC_0909400.1	PVP01_0709800			
OG0005097							VWU50260			PF3D7_1104100.1	PGSY75_1104100.1	PGAL8A_00331400	PKNH_0901700	PRCDC_1102600.1	PVP01_0904900			
OG0005098							VWU50262			PF3D7_1103900.1	PGSY75_1103900.1	PGAL8A_00331200	PKNH_0901500	PRCDC_1102400.1	PVP01_0904700			
OG0005099							VWU50302			PF3D7_0208400.1	PGSY75_0208400.1	PGAL8A_00016600	PKNH_0412700	PRCDC_0207300.1	PVP01_0416400			
OG0005100							VWU50304			PF3D7_0208600.1	PGSY75_0208600.1	PGAL8A_00016400	PKNH_0412500	PRCDC_0207500.1	PVP01_0416200			
OG0005101							VWU50306			PF3D7_0208800.1	PGSY75_0208800.1	PGAL8A_00016200	PKNH_0412300	PRCDC_0207700.1	PVP01_0416000			
OG0005102							VWU50309			PF3D7_0205000.1	PGSY75_0205000.1	PGAL8A_00019300	PKNH_0415900	PRCDC_0204100.1	PVP01_0420100			
OG0005103							VWU50318			PF3D7_1006000.1	PGSY75_1006000.1	PGAL8A_00382200	PKNH_0804800	PRCDC_1005400.1	PVP01_0805700			
OG0005104							VWU50350			PF3D7_1120900.1	PGSY75_1120900.1	PGAL8A_00347500	PKNH_0918600	PRCDC_1119300.1	PVP01_0921500			
OG0005105							VWU50357			PF3D7_0910500.1	PGSY75_0910500.1	PGAL8A_00423300	PKNH_0708500	PRCDC_0908600.1	PVP01_0709000			
OG0005106							VWU50360			PF3D7_1133100.1	PGSY75_1133100.1	PGAL8A_00360600	PKNH_0931200	PRCDC_1131500.1	PVP01_0933900			
OG0005107							VWU50385			PF3D7_1141400.1	PGSY75_1141400.1	PGAL8A_00368900	PKNH_0939200	PRCDC_1139800.1	PVP01_0942100			
OG0005108							VWU50399			PF3D7_0931700.1	PGSY75_0931700.1	PGAL8A_00444800	PKNH_0730400	PRCDC_0929700.1	PVP01_0730400			
OG0005109							VWU50400			PF3D7_0931600.1	PGSY75_0931600.1	PGAL8A_00444700	PKNH_0730300	PRCDC_0929600.1	PVP01_0730300			
OG0005110							VWU50401			PF3D7_0931500.1	PGSY75_0931500.1	PGAL8A_00444600	PKNH_0730200	PRCDC_0929500.1	PVP01_0730200			
OG0005111							VWU50418			PF3D7_1457600.1	PGSY75_1457600.1	PGAL8A_00216900	PKNH_1224200	PRCDC_1456900.1	PVP01_1249300			
OG0005112							VWU50435			PF3D7_1423100.1	PGSY75_1423100.1	PGAL8A_00294900	PKNH_1334900	PRCDC_1422400.1	PVP01_1325900			
OG0005113							VWU50442			PF3D7_1246700.1	PGSY75_1246700.1	PGAL8A_00467400	PKNH_1466400	PRCDC_1246100.1	PVP01_1463800			
OG0005114							VWU50456			PF3D7_0808400.1	PGSY75_0808400.1	PGAL8A_00051700	PKNH_0110300	PRCDC_0808000.1	PVP01_0112000			
OG0005115							VWU50463			PF3D7_1111400.1	PGSY75_1111400.1	PGAL8A_00338300	PKNH_0909100	PRCDC_1109900.1	PVP01_0912200			
OG0005116							VWU50473			PF3D7_1313300.1	PGSY75_1313300.1	PGAL8A_00509600	PKNH_1413900	PRCDC_1312300.1	PVP01_1414200			
OG0005117							VWU50476			PF3D7_0823700.1	PGSY75_0823700.1	PGAL8A_00116900	PKNH_1317700	PRCDC_0823000.1	PVP01_0510600			
OG0005118							VWU50524			PF3D7_1422700.1	PGSY75_1422700.1	PGAL8A_00294500	PKNH_1335300	PRCDC_1422000.1	PVP01_1326300			
OG0005119							VWU50540			PF3D7_1369100.1	PGSY75_1369100.1	PGAL8A_00175600	PKNH_1102100	PRCDC_1368000.1	PVP01_1102900			
OG0005120							VWU50581			PF3D7_1225900.1	PGSY75_1225900.1	PGAL8A_00127000	PKNH_1445300	PRCDC_1225200.1	PVP01_1444100			
OG0005121							VWU50585			PF3D7_1225300.1	PGSY75_1225300.1	PGAL8A_00126400	PKNH_1444700	PRCDC_1224600.1	PVP01_1443500			
OG0005122							VWU50592			PF3D7_1234400.1	PGSY75_1234400.1	PGAL8A_00456000	PKNH_1453800	PRCDC_1233600.1	PVP01_1452500			
OG0005123							VWU50594			PF3D7_1143700.1	PGSY75_1143700.1	PGAL8A_00371200	PKNH_0941600	PRCDC_1142100.1	PVP01_0944400			
OG0005124							VWU50639			PF3D7_0911400.1	PGSY75_0911400.1	PGAL8A_00424200	PKNH_0709400	PRCDC_0909500.1	PVP01_0709900			
OG0005125							VWU50674			PF3D7_1113800.1	PGSY75_1113800.1	PGAL8A_00340700	PKNH_0911400	PRCDC_1112300.1	PVP01_0914600			
OG0005126							VWU50682			PF3D7_1349000.1	PGSY75_1349000.1	PGAL8A_00260000	PKNH_1251900	PRCDC_1348000.1	PVP01_1205800			
OG0005127							VWU50683			PF3D7_1348900.1	PGSY75_1348900.1	PGAL8A_00259900	PKNH_1252000	PRCDC_1347900.1	PVP01_1205900			
OG0005128							VWU50685			PF3D7_1314200.1	PGSY75_1314200.1	PGAL8A_00510500	PKNH_1414800	PRCDC_1313200.1	PVP01_1415100			
OG0005129							VWU50751			PF3D7_1305800.1	PGSY75_1305800.1	PGAL8A_00501900	PKNH_1406000	PRCDC_1304800.1	PVP01_1406700			
OG0005130							VWU50752			PF3D7_1305700.1	PGSY75_1305700.1	PGAL8A_00501800	PKNH_1405900	PRCDC_1304700.1	PVP01_1406600			
OG0005131							VWU50756			PF3D7_0314800.1	PGSY75_0314800.1	PGAL8A_00401500	PKNH_0827300	PRCDC_0314100.1	PVP01_0825300			
OG0005132							VWU50757			PF3D7_0314900.1	PGSY75_0314900.1	PGAL8A_00401400	PKNH_0827200	PRCDC_0314200.1	PVP01_0825200			
OG0005133							VWU50788			PF3D7_1447100.1	PGSY75_0024500.1	PGAL8A_00206300	PKNH_1235100	PRCDC_1446400.1	PVP01_1259900			
OG0005134							VWU50791			PF3D7_1447400.1	PGSY75_1447400.1	PGAL8A_00206600	PKNH_1234800	PRCDC_1446700.1	PVP01_1259600			
OG0005135							VWU50792			PF3D7_1447500.1	PGSY75_1447500.1	PGAL8A_00206700	PKNH_1234700	PRCDC_1446800.1	PVP01_1259500			
OG0005136							VWU50804			PF3D7_0306700.1	PGSY75_0306700.1	PGAL8A_00006000	PKNH_0836000	PRCDC_0306000.1	PVP01_0833500			
OG0005137							VWU50813			PF3D7_1464300.1	PGSY75_1464300.1	PGAL8A_00223700	PKNH_1217200	PRCDC_1463500.1	PVP01_1242500			
OG0005138							VWU50830			PF3D7_1237300.1	PGSY75_1237300.1	PGAL8A_00459000	PKNH_1457000	PRCDC_1236500.1	PVP01_1455400			
OG0005139							VWU50832			PF3D7_0111800.1	PGSY75_0111800.1	PGAL8A_00107500	PKNH_0201800	PRCDC_0109500.1	PVP01_0203400			
OG0005140							VWU50834			PF3D7_0111600.1	PGSY75_0111600.1	PGAL8A_00107300	PKNH_0202000	PRCDC_0109300.1	PVP01_0203600			
OG0005141							VWU50853			PF3D7_0825800.1	PGSY75_0825800.1	PGAL8A_00119000	PKNH_1319800	PRCDC_0825100.1	PVP01_0508500			
OG0005142							VWU50859			PF3D7_1466500.1	PGSY75_1466500.1	PGAL8A_00225900	PKNH_1215000	PRCDC_1465700.1	PVP01_1240300			
OG0005143							VWU50873			PF3D7_0507300.1	PGSY75_0507300.1	PGAL8A_00028400	PKNH_1026300	PRCDC_0506500.1	PVP01_1026700			
OG0005144							VWU50882			PF3D7_1025400.1	PGSY75_1025400.1	PGAL8A_00484700	PKNH_0609900	PRCDC_1024800.1	PVP01_0610600			
OG0005145							VWU50883			PF3D7_1025300.1	PGSY75_1025300.1	PGAL8A_00484600	PKNH_0609800	PRCDC_1024700.1	PVP01_0610500			
OG0005146							VWU50897			PF3D7_0509900.1	PGSY75_0509900.1	PGAL8A_00031000	PKNH_1023700	PRCDC_0509100.1	PVP01_1024100			
OG0005147							VWU50898			PF3D7_0510000.1	PGSY75_0510000.1	PGAL8A_00031100	PKNH_1023600	PRCDC_0509200.1	PVP01_1024000			
OG0005148							VWU50904			PF3D7_0517100.1	PGSY75_0517100.1	PGAL8A_00038600	PKNH_1016200	PRCDC_0516200.1	PVP01_1016900			
OG0005149							VWU50906			PF3D7_1110100.1	PGSY75_1110100.1	PGAL8A_00337100	PKNH_0907400	PRCDC_1108600.1	PVP01_0910900			
OG0005150							VWU50922			PF3D7_0616900.1	PGSY75_0616900.1	PGAL8A_00145700	PKNH_1133100	PRCDC_0615600.1	PVP01_1132200			
OG0005151							VWU50924			PF3D7_0422900.1	PGSY75_0422900.1	PGAL8A_00193100	PKNH_0514800	PRCDC_0420100.1	PVP01_0531400			
OG0005152							VWU50925			PF3D7_0423000.1	PGSY75_0423000.1	PGAL8A_00193200	PKNH_0514900	PRCDC_0420200.1	PVP01_0531500			
OG0005153							VWU50941			PF3D7_1435300.1	PGSY75_1435300.1	PGAL8A_00306800	PKNH_0421900	PRCDC_1434600.1	PVP01_1314200			
OG0005154							VWU50943			PF3D7_0214500.1	PGSY75_0214500.1	PGAL8A_00405200	PKNH_0406300	PRCDC_0213400.1	PVP01_0410400			
OG0005155							VWU50947			PF3D7_1308000.1	PGSY75_1308000.1	PGAL8A_00504100	PKNH_1408400	PRCDC_1307000.1	PVP01_1409000			
OG0005156							VWU51005			PF3D7_1007000.1	PGSY75_0010700.1	PGAL8A_00383100	PKNH_0805800	PRCDC_1006400.1	PVP01_0806700			
OG0005157							VWU51018			PF3D7_0505900.1	PGSY75_0505900.1	PGAL8A_00027000	PKNH_1027700	PRCDC_0505100.1	PVP01_1028100			
OG0005158							VWU51046			PF3D7_1350600.1	PGSY75_0020900.1	PGAL8A_00261700	PKNH_1250300	PRCDC_1349600.1	PVP01_1204200			
OG0005159							VWU51052			PF3D7_1367400.1	PGSY75_1367400.1	PGAL8A_00173900	PKNH_1103800	PRCDC_1366300.1	PVP01_1104600			
OG0005160							VWU51072			PF3D7_0716500.1	PGSY75_0716500.1	PGAL8A_00063600	PKNH_0311100	PRCDC_0713800.1	PVP01_0312300			
OG0005161							VWU51094			PF3D7_1340300.1	PGSY75_1340300.1	PGAL8A_00251300	PKNH_1261100	PRCDC_1339300.1	PVP01_1214500			
OG0005162							VWU51108			PF3D7_1469400.1	PGSY75_1469400.1	PGAL8A_00228800	PKNH_1211600	PRCDC_1468600.1	PVP01_1237400			
OG0005163							VWU51111			PF3D7_1469800.1	PGSY75_1469800.1	PGAL8A_00229300	PKNH_1211200	PRCDC_1469000.1	PVP01_1237000			
OG0005164							VWU51112			PF3D7_1469900.1	PGSY75_1469900.1	PGAL8A_00229400	PKNH_1211100	PRCDC_1469100.1	PVP01_1236900			
OG0005165							VWU51117			PF3D7_0827600.1	PGSY75_0827600.1	PGAL8A_00120800	PKNH_1321700	PRCDC_0826900.1	PVP01_0506800			
OG0005166							VWU51125			PF3D7_1356000.1	PGSY75_1356000.1	PGAL8A_00162400	PKNH_1115500	PRCDC_1354900.1	PVP01_1115900			
OG0005167							VWU51134			PF3D7_1453300.1	PGSY75_1453300.1	PGAL8A_00212500	PKNH_1228800	PRCDC_1452600.1	PVP01_1253700			
OG0005168							VWU51135			PF3D7_1453400.1	PGSY75_1453400.1	PGAL8A_00212600	PKNH_1228700	PRCDC_1452700.1	PVP01_1253600			
OG0005169							VWU51144			PF3D7_1011300.1	PGSY75_1011300.1	PGAL8A_00387600	PKNH_0811100	PRCDC_1010700.1	PVP01_0811400			
OG0005170							VWU51157			PF3D7_0710000.1	PGSY75_0710000.1	PGAL8A_00050200	PKNH_0108700	PRCDC_0708200.1	PVP01_0110400			
OG0005171							VWU51162			PF3D7_0803500.1	PGSY75_0803500.1	PGAL8A_00079700	PKNH_0115400	PRCDC_0803100.1	PVP01_0116700			
OG0005172							VWU51171			PF3D7_1031900.1	PGSY75_1031900.1	PGAL8A_00491300	PKNH_0616700	PRCDC_1031200.1	PVP01_0617000			
OG0005173							VWU51181			PF3D7_0408800.1	PGSY75_0408800.1	PGAL8A_00059400	PKNH_0306800	PRCDC_0406200.1	PVP01_0308100			
OG0005174							VWU51189			PF3D7_0317100.1	PGSY75_0317100.1	PGAL8A_00399200	PKNH_0824700	PRCDC_0316400.1	PVP01_0823000			
OG0005175							VWU51192			PF3D7_1449100.1	PGSY75_1449100.1	PGAL8A_00208300	PKNH_1233000	PRCDC_1448400.1	PVP01_1257900			
OG0005176							VWU51195			PF3D7_1002900.1	PGSY75_1002900.1	PGAL8A_00379100	PKNH_0801700	PRCDC_1002300.1	PVP01_0802700			
OG0005177							VWU51201			PF3D7_1120200.1	PGSY75_1120200.1	PGAL8A_00346800	PKNH_0917900	PRCDC_1118600.1	PVP01_0920800			
OG0005178							VWU51204			PF3D7_1127900.1	PGSY75_1127900.1	PGAL8A_00354700	PKNH_0925900	PRCDC_1126400.1	PVP01_0928600			
OG0005179							VWU51211			PF3D7_1453100.1	PGSY75_1453100.1	PGAL8A_00212300	PKNH_1229000	PRCDC_1452400.1	PVP01_1253900			
OG0005180							VWU51223			PF3D7_0216900.1	PGSY75_0216900.1	PGAL8A_00407600	PKNH_0404000	PRCDC_0215800.1	PVP01_0408100			
OG0005181							VWU51237			PF3D7_1470300.1	PGSY75_1470300.1	PGAL8A_00229800	PKNH_1210700	PRCDC_1469500.1	PVP01_1236500			
OG0005182							VWU51238			PF3D7_1470200.1	PGSY75_1470200.1	PGAL8A_00229700	PKNH_1210800	PRCDC_1469400.1	PVP01_1236600			
OG0005183							VWU51258			PF3D7_0519700.1	PGSY75_0519700.1	PGAL8A_00067100	PKNH_1013400	PRCDC_0518800.1	PVP01_1014200			
OG0005184							VWU51266			PF3D7_0724000.1	PGSY75_0724000.1	PGAL8A_00182700	PKNH_0319400	PRCDC_0721200.1	PVP01_0319700			
OG0005185							VWU51270			PF3D7_1411200.1	PGSY75_1411200.1	PGAL8A_00282800	PKNH_1347100	PRCDC_1410500.1	PVP01_1337700			
OG0005186							VWU51271			PF3D7_1348700.1	PGSY75_1348700.1	PGAL8A_00259700	PKNH_1252200	PRCDC_1347700.1	PVP01_1206100			
OG0005187							VWU51276			PF3D7_0615200.1	PGSY75_0615200.1	PGAL8A_00143900	PKNH_1134800	PRCDC_0613900.1	PVP01_1133900			
OG0005188							VWU51278			PF3D7_0615000.1	PGSY75_0615000.1	PGAL8A_00143700	PKNH_1135000	PRCDC_0613700.1	PVP01_1134100			
OG0005189							VWU51280			PF3D7_1251000.1	PGSY75_1251000.1	PGAL8A_00471900	PKNH_1471000	PRCDC_1250400.1	PVP01_1468100			
OG0005190							VWU51295			PF3D7_1204400.1	PGSY75_1204400.1	PGAL8A_00317400	PKNH_1304100	PRCDC_1203800.1	PVP01_1303600			
OG0005191							VWU51303			PF3D7_1444000.1	PGSY75_1444000.1	PGAL8A_00203200	PKNH_1238300	PRCDC_1443300.1	PVP01_1263000			
OG0005192							VWU51341			PF3D7_1347400.1	PGSY75_1347400.1	PGAL8A_00258400	PKNH_1253500	PRCDC_1346400.1	PVP01_1207400			
OG0005193							VWU51351			PF3D7_1318500.1	PGSY75_1318500.1	PGAL8A_00514800	PKNH_1419300	PRCDC_1317500.1	PVP01_1419400			
OG0005194							VWU51360			PF3D7_1013200.1	PGSY75_1013200.1	PGAL8A_00389400	PKNH_0813000	PRCDC_1012600.1	PVP01_0813300			
OG0005195							VWU51368			PF3D7_1331200.1	PGSY75_1331200.1	PGAL8A_00243400	PKNH_1269300	PRCDC_1330200.1	PVP01_1223400			
OG0005196							VWU51373			PF3D7_0928500.1	PGSY75_0928500.1	PGAL8A_00441300	PKNH_0726900	PRCDC_0926500.1	PVP01_0727000			
OG0005197							VWU51377			PF3D7_1449000.1	PGSY75_1449000.1	PGAL8A_00208200	PKNH_1233100	PRCDC_1448300.1	PVP01_1258000			
